"","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Satisfaction"
"17194",59828,"Female","Loyal Customer",39,"Business travel","Business",2355,5,5,1,5,5,4,5,3,3,4,3,3,3,3,0,0,"satisfied"
"4760",69315,"Male","disloyal Customer",26,"Business travel","Business",944,3,3,3,2,5,3,5,5,3,2,4,3,5,5,0,6,"dissatisfied"
"13660",66865,"Female","disloyal Customer",40,"Business travel","Business",731,4,4,4,2,3,4,3,3,5,4,5,5,4,3,0,0,"satisfied"
"22568",113912,"Female","Loyal Customer",38,"Business travel","Business",2329,1,1,1,1,4,5,4,4,4,4,4,4,4,4,10,0,"satisfied"
"19310",818,"Female","Loyal Customer",37,"Business travel","Business",3853,3,3,3,3,1,2,2,3,3,3,3,3,3,1,0,0,"dissatisfied"
"9874",49698,"Male","disloyal Customer",27,"Business travel","Eco",86,3,5,3,3,5,3,5,5,5,1,5,5,5,5,0,0,"dissatisfied"
"9291",111922,"Female","Loyal Customer",55,"Business travel","Business",2131,5,5,1,5,2,5,4,4,4,5,4,4,4,5,0,0,"satisfied"
"23170",16047,"Male","Loyal Customer",23,"Personal Travel","Eco",833,1,5,1,1,1,1,1,1,3,3,4,3,4,1,0,0,"dissatisfied"
"10880",43153,"Female","disloyal Customer",23,"Business travel","Eco",1368,2,2,2,1,1,2,1,1,1,3,3,5,3,1,0,10,"dissatisfied"
"15292",15046,"Female","Loyal Customer",41,"Business travel","Business",576,1,3,3,3,5,2,3,1,1,1,1,2,1,2,0,0,"neutral"
"20627",118162,"Female","Loyal Customer",53,"Business travel","Business",1440,1,1,5,1,2,5,4,4,4,4,4,5,4,5,0,0,"satisfied"
"10992",74731,"Female","Loyal Customer",37,"Personal Travel","Eco",1205,4,1,3,4,3,3,3,3,3,1,4,3,4,3,4,4,"neutral"
"9849",54643,"Male","Loyal Customer",48,"Business travel","Eco",964,5,5,5,5,5,5,5,5,2,5,1,2,1,5,0,0,"satisfied"
"18729",43732,"Male","Loyal Customer",34,"Personal Travel","Eco Plus",489,1,2,4,3,4,4,4,4,2,3,4,4,3,4,0,8,"dissatisfied"
"1797",32108,"Male","disloyal Customer",20,"Business travel","Eco",101,2,0,2,5,1,2,1,1,5,5,1,3,2,1,1,11,"dissatisfied"
"10362",88370,"Male","Loyal Customer",50,"Business travel","Business",2179,1,1,1,1,5,4,4,3,3,3,3,3,3,3,0,0,"satisfied"
"17670",114987,"Female","Loyal Customer",35,"Business travel","Business",325,2,1,1,1,2,3,4,2,2,2,2,3,2,1,0,0,"neutral"
"8818",56724,"Male","Loyal Customer",51,"Personal Travel","Eco",997,2,3,2,4,1,2,1,1,4,4,4,3,4,1,63,43,"neutral"
"15569",16749,"Female","Loyal Customer",27,"Business travel","Eco",569,4,4,4,4,4,4,4,4,1,3,2,2,2,4,0,0,"satisfied"
"14619",73670,"Female","Loyal Customer",23,"Business travel","Business",2395,1,2,2,2,1,1,1,1,4,5,3,4,3,1,1,7,"neutral"
"8332",34180,"Female","disloyal Customer",24,"Business travel","Eco",1237,5,5,5,1,1,5,1,1,4,5,5,4,5,1,0,0,"satisfied"
"8802",57717,"Male","Loyal Customer",55,"Business travel","Business",1754,2,4,4,4,4,3,3,2,2,2,2,1,2,1,13,12,"neutral"
"1934",125679,"Male","Loyal Customer",23,"Business travel","Business",759,3,4,4,4,3,3,3,3,3,1,2,3,3,3,0,7,"dissatisfied"
"21634",33518,"Female","Loyal Customer",61,"Personal Travel","Eco",1554,1,5,1,4,2,5,5,2,2,1,2,4,2,4,0,0,"neutral"
"17744",29201,"Female","Loyal Customer",51,"Personal Travel","Eco Plus",679,2,2,2,4,2,3,4,1,1,2,1,2,1,3,0,0,"neutral"
"8847",67366,"Male","Loyal Customer",49,"Business travel","Business",641,1,1,1,1,3,5,5,4,4,4,4,3,4,4,0,0,"satisfied"
"17981",65630,"Male","Loyal Customer",55,"Personal Travel","Eco",237,2,5,2,1,5,2,5,5,5,4,4,3,5,5,1,0,"neutral"
"11722",124605,"Male","Loyal Customer",32,"Business travel","Business",1671,2,4,4,4,2,2,2,2,1,1,3,3,3,2,16,26,"neutral"
"5083",69679,"Male","Loyal Customer",34,"Personal Travel","Eco",569,3,4,3,4,1,3,5,1,3,2,4,4,4,1,0,0,"dissatisfied"
"25121",95283,"Male","Loyal Customer",47,"Personal Travel","Eco",319,3,4,3,5,2,3,2,2,5,2,4,2,5,2,0,0,"dissatisfied"
"23339",97349,"Female","disloyal Customer",25,"Business travel","Eco",472,5,1,5,4,4,5,4,4,3,2,5,3,2,4,0,0,"satisfied"
"3240",23466,"Female","Loyal Customer",23,"Business travel","Eco",488,4,1,1,1,4,4,4,4,5,1,5,3,2,4,22,17,"satisfied"
"10811",21022,"Male","Loyal Customer",47,"Business travel","Eco",227,5,3,3,3,5,5,5,5,2,4,5,2,2,5,0,0,"satisfied"
"30",20219,"Male","Loyal Customer",51,"Business travel","Eco",235,4,3,3,3,4,4,4,4,3,2,3,3,4,4,0,0,"neutral"
"6025",20962,"Male","Loyal Customer",40,"Business travel","Eco",689,1,3,3,3,1,1,1,1,3,3,4,4,3,1,0,0,"neutral"
"25679",85882,"Female","disloyal Customer",28,"Business travel","Eco",2172,4,4,4,3,1,4,1,1,1,5,4,3,3,1,0,9,"dissatisfied"
"20407",39561,"Female","Loyal Customer",31,"Business travel","Business",3582,2,2,2,2,5,5,5,5,4,2,3,3,4,5,0,0,"satisfied"
"10075",35305,"Female","Loyal Customer",59,"Business travel","Eco",1035,4,2,2,2,1,5,4,4,4,4,4,1,4,5,0,0,"satisfied"
"15058",23861,"Male","Loyal Customer",61,"Personal Travel","Eco",522,1,4,1,1,2,1,2,2,4,2,4,5,4,2,0,0,"neutral"
"17007",66372,"Male","Loyal Customer",50,"Business travel","Business",986,3,3,3,3,2,5,5,4,4,4,4,3,4,4,75,87,"satisfied"
"10540",31568,"Female","disloyal Customer",43,"Business travel","Eco Plus",453,5,5,5,1,4,5,4,4,2,3,3,5,4,4,0,0,"satisfied"
"25384",72981,"Male","Loyal Customer",9,"Business travel","Business",1089,2,2,2,2,5,5,5,5,5,4,5,3,5,5,4,1,"satisfied"
"5946",85798,"Male","Loyal Customer",46,"Business travel","Business",1792,4,4,4,4,1,3,1,5,5,5,5,2,5,3,6,0,"satisfied"
"10185",110743,"Female","Loyal Customer",40,"Business travel","Business",3567,2,2,2,2,5,4,5,4,4,4,4,5,4,3,0,0,"satisfied"
"1278",28450,"Male","disloyal Customer",29,"Business travel","Eco",1395,3,3,3,4,3,3,3,3,1,3,3,3,2,3,0,0,"dissatisfied"
"21445",120644,"Female","Loyal Customer",36,"Business travel","Business",280,1,1,1,1,4,5,4,5,5,5,5,5,5,5,3,0,"satisfied"
"4136",26059,"Female","Loyal Customer",47,"Personal Travel","Eco",432,3,5,3,3,5,5,5,1,1,3,1,4,1,4,0,0,"neutral"
"12606",43326,"Female","disloyal Customer",34,"Business travel","Eco",387,4,0,4,3,2,4,3,2,1,4,3,3,4,2,0,0,"neutral"
"15238",34654,"Male","Loyal Customer",52,"Personal Travel","Eco Plus",427,3,5,3,4,2,3,2,2,3,5,5,3,4,2,0,0,"neutral"
"20584",259,"Female","Loyal Customer",55,"Business travel","Business",612,4,3,3,3,5,4,3,4,4,4,4,3,4,2,14,19,"dissatisfied"
"21850",105547,"Female","Loyal Customer",11,"Personal Travel","Eco",611,3,3,3,3,2,3,2,2,4,4,3,1,5,2,3,0,"neutral"
"678",118938,"Male","Loyal Customer",67,"Business travel","Business",1618,3,1,1,1,3,2,2,3,3,3,3,3,3,2,0,7,"neutral"
"20260",117857,"Male","Loyal Customer",54,"Business travel","Business",2975,1,1,1,1,5,5,5,4,4,4,4,4,4,5,0,0,"satisfied"
"5647",60590,"Male","Loyal Customer",49,"Personal Travel","Eco",1290,3,4,3,2,4,3,4,4,3,5,4,4,5,4,0,0,"dissatisfied"
"21169",13523,"Male","disloyal Customer",38,"Business travel","Business",227,4,4,4,1,4,4,4,4,3,5,5,4,5,4,22,29,"dissatisfied"
"2120",129132,"Female","Loyal Customer",49,"Business travel","Business",3618,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,0,"satisfied"
"7531",40363,"Female","Loyal Customer",50,"Business travel","Business",3805,4,4,4,4,1,2,5,4,4,4,4,2,4,3,0,0,"satisfied"
"2038",109435,"Female","Loyal Customer",52,"Business travel","Business",1538,4,4,4,4,4,5,5,2,2,2,2,3,2,3,69,48,"satisfied"
"1522",29336,"Female","Loyal Customer",40,"Personal Travel","Eco",933,5,4,5,3,1,5,1,1,3,5,5,5,5,1,0,4,"satisfied"
"5081",37465,"Female","Loyal Customer",39,"Business travel","Business",1076,2,2,2,2,3,3,2,4,4,4,4,5,4,2,0,0,"satisfied"
"23694",109724,"Female","disloyal Customer",23,"Business travel","Eco",587,3,3,3,3,3,3,3,3,3,4,4,1,4,3,0,0,"dissatisfied"
"17132",20542,"Male","Loyal Customer",43,"Business travel","Eco",533,3,5,2,2,3,3,3,3,3,5,1,5,4,3,0,26,"satisfied"
"15944",95481,"Male","Loyal Customer",30,"Business travel","Eco Plus",323,4,4,4,4,4,4,4,4,2,2,2,2,2,4,0,0,"neutral"
"6403",120054,"Female","disloyal Customer",26,"Business travel","Business",237,3,5,3,3,1,3,1,1,4,5,4,3,5,1,0,0,"dissatisfied"
"9386",104048,"Male","Loyal Customer",41,"Personal Travel","Eco",1262,2,5,2,4,2,2,2,2,4,5,4,5,4,2,8,3,"neutral"
"4255",119994,"Female","Loyal Customer",49,"Business travel","Business",2833,3,5,5,5,2,4,4,3,3,3,3,3,3,1,0,0,"dissatisfied"
"20974",95859,"Female","Loyal Customer",51,"Business travel","Business",2623,2,2,2,2,5,5,4,4,4,4,4,3,4,5,25,25,"satisfied"
"2169",72895,"Female","Loyal Customer",21,"Personal Travel","Business",1096,1,3,1,3,5,1,1,5,2,1,4,1,4,5,31,33,"dissatisfied"
"3014",15601,"Female","disloyal Customer",54,"Business travel","Eco",229,2,0,2,4,2,1,1,1,5,4,4,1,3,1,131,140,"dissatisfied"
"19447",116373,"Male","Loyal Customer",11,"Personal Travel","Eco",358,3,4,3,3,3,3,3,3,4,5,4,4,4,3,41,39,"neutral"
"8346",73739,"Female","Loyal Customer",31,"Personal Travel","Eco",192,2,5,2,3,1,2,3,1,5,4,4,4,5,1,0,0,"dissatisfied"
"6813",62546,"Female","Loyal Customer",49,"Business travel","Business",1846,1,1,1,1,2,5,4,4,4,4,4,3,4,5,91,61,"satisfied"
"12583",129209,"Female","Loyal Customer",50,"Personal Travel","Eco",2288,2,5,2,3,1,5,3,1,1,2,1,4,1,1,0,0,"neutral"
"22421",4760,"Female","Loyal Customer",35,"Business travel","Business",3382,1,1,1,1,4,5,4,4,4,4,4,5,4,5,0,0,"satisfied"
"18171",46319,"Male","disloyal Customer",65,"Business travel","Eco",420,3,0,3,5,4,3,4,4,5,1,3,5,3,4,35,45,"dissatisfied"
"25949",62329,"Male","Loyal Customer",37,"Personal Travel","Eco",414,2,4,2,4,4,2,1,4,1,2,3,4,3,4,0,0,"dissatisfied"
"19460",34431,"Female","Loyal Customer",27,"Business travel","Eco",680,1,4,4,4,1,1,1,1,2,5,3,1,3,1,0,0,"dissatisfied"
"25786",68277,"Female","disloyal Customer",39,"Business travel","Business",631,4,4,4,4,2,4,2,2,5,3,5,4,5,2,0,0,"neutral"
"7888",16579,"Male","Loyal Customer",76,"Business travel","Business",2441,3,3,3,3,4,1,4,5,5,4,5,2,5,4,0,0,"satisfied"
"8227",33061,"Female","Loyal Customer",68,"Personal Travel","Eco",84,2,5,2,3,2,4,4,1,1,2,1,5,1,5,0,0,"neutral"
"10355",111247,"Male","disloyal Customer",28,"Business travel","Business",1849,1,1,1,3,2,1,2,2,4,3,3,5,4,2,13,9,"neutral"
"9075",121466,"Female","Loyal Customer",15,"Personal Travel","Eco",331,3,4,3,5,4,3,4,4,3,1,2,2,3,4,4,16,"dissatisfied"
"12199",65211,"Male","Loyal Customer",33,"Business travel","Business",190,1,1,1,1,5,5,5,5,3,2,4,4,5,5,5,2,"satisfied"
"10782",78919,"Male","Loyal Customer",50,"Business travel","Business",2540,1,1,1,1,5,5,5,5,4,5,5,5,4,5,139,115,"satisfied"
"789",66245,"Female","Loyal Customer",10,"Personal Travel","Eco",550,2,4,3,3,4,3,4,4,3,5,4,3,4,4,18,13,"dissatisfied"
"15835",19089,"Male","Loyal Customer",31,"Business travel","Eco",296,0,0,0,2,5,0,5,5,3,1,1,3,2,5,0,0,"satisfied"
"22054",79089,"Male","Loyal Customer",11,"Personal Travel","Eco",226,2,4,2,3,3,2,3,3,4,3,4,3,1,3,0,0,"dissatisfied"
"7293",77463,"Female","Loyal Customer",30,"Business travel","Business",2306,4,3,3,3,4,4,4,4,1,1,3,4,3,4,0,0,"dissatisfied"
"2799",103508,"Male","Loyal Customer",68,"Business travel","Business",2585,2,2,2,2,2,3,2,2,2,2,2,1,2,2,6,30,"neutral"
"15746",4464,"Male","Loyal Customer",60,"Business travel","Eco",605,4,4,4,4,4,4,4,4,1,2,4,3,4,4,0,6,"satisfied"
"24394",116677,"Female","Loyal Customer",71,"Business travel","Eco Plus",373,3,2,2,2,2,3,4,2,2,3,2,1,2,3,0,0,"neutral"
"5668",90243,"Female","Loyal Customer",42,"Business travel","Business",2433,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,"satisfied"
"10021",17668,"Male","disloyal Customer",58,"Business travel","Business",282,3,3,3,5,5,3,5,5,3,2,5,5,5,5,29,15,"dissatisfied"
"20140",64395,"Male","Loyal Customer",48,"Personal Travel","Eco",1192,2,4,2,3,1,2,1,1,1,5,3,1,2,1,0,0,"neutral"
"12996",103657,"Female","Loyal Customer",54,"Business travel","Business",2179,4,4,4,4,4,5,4,4,4,4,4,4,4,5,7,0,"satisfied"
"17251",116278,"Female","Loyal Customer",60,"Personal Travel","Eco",362,3,5,3,5,3,4,4,2,2,3,2,4,2,5,0,0,"neutral"
"647",40216,"Female","disloyal Customer",21,"Business travel","Business",358,2,2,2,3,3,2,3,3,3,3,4,2,4,3,0,0,"dissatisfied"
"14859",17897,"Male","Loyal Customer",33,"Personal Travel","Eco Plus",453,5,1,5,4,1,5,1,1,2,4,4,3,4,1,0,0,"satisfied"
"10870",35631,"Female","disloyal Customer",25,"Business travel","Eco Plus",1165,3,3,4,3,4,4,4,4,4,5,4,1,3,4,1,0,"dissatisfied"
"20719",111603,"Male","Loyal Customer",23,"Personal Travel","Eco Plus",883,2,3,2,4,1,2,1,1,3,5,2,3,2,1,0,0,"neutral"
"2946",79407,"Female","Loyal Customer",22,"Business travel","Business",502,3,3,3,3,3,3,3,3,3,2,3,3,3,3,29,14,"dissatisfied"
"11113",100571,"Female","Loyal Customer",46,"Business travel","Business",486,1,1,1,1,5,4,4,4,4,4,4,3,4,4,7,14,"satisfied"
"16141",61092,"Male","Loyal Customer",61,"Personal Travel","Eco",1506,2,5,2,2,4,2,4,4,3,3,4,5,4,4,9,7,"neutral"
"16288",51900,"Female","Loyal Customer",47,"Business travel","Eco",507,5,3,3,3,2,4,2,5,5,5,5,4,5,5,0,0,"satisfied"
"2903",17135,"Male","Loyal Customer",32,"Personal Travel","Eco",423,2,4,2,4,2,2,2,2,4,5,2,5,2,2,26,39,"dissatisfied"
"6440",103568,"Female","Loyal Customer",23,"Business travel","Business",3656,3,3,3,3,4,4,4,4,3,4,5,3,4,4,14,0,"satisfied"
"7547",121851,"Male","Loyal Customer",50,"Business travel","Business",2745,1,1,1,1,3,4,4,4,4,4,4,5,4,4,0,0,"satisfied"
"9222",117428,"Male","Loyal Customer",8,"Personal Travel","Eco",1460,4,5,4,4,2,4,2,2,4,4,4,3,5,2,39,29,"dissatisfied"
"18333",64821,"Female","Loyal Customer",46,"Business travel","Business",551,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,4,"satisfied"
"1513",4173,"Female","Loyal Customer",23,"Personal Travel","Eco",427,2,3,2,4,2,2,2,2,1,2,4,2,4,2,0,0,"dissatisfied"
"11621",43577,"Male","disloyal Customer",37,"Business travel","Business",1099,4,4,4,4,1,4,1,1,3,2,3,4,3,1,17,26,"dissatisfied"
"19644",7498,"Female","Loyal Customer",55,"Personal Travel","Eco",925,1,5,1,3,2,5,4,4,4,1,4,3,4,3,0,0,"neutral"
"17089",45035,"Female","Loyal Customer",35,"Business travel","Business",837,1,3,3,3,1,4,4,1,1,1,1,3,1,3,32,47,"neutral"
"5386",27447,"Female","disloyal Customer",21,"Business travel","Eco",937,2,2,2,3,3,2,1,3,4,5,4,4,3,3,0,0,"dissatisfied"
"25974",37675,"Female","Loyal Customer",17,"Personal Travel","Eco",828,2,5,1,5,2,1,2,2,4,3,4,5,4,2,0,0,"dissatisfied"
"19811",24054,"Male","Loyal Customer",67,"Personal Travel","Eco",562,2,4,2,4,1,2,1,1,4,2,5,4,5,1,0,0,"neutral"
"743",95617,"Female","Loyal Customer",55,"Business travel","Eco",484,4,1,1,1,2,3,3,4,4,4,4,3,4,3,4,0,"satisfied"
"15821",124739,"Male","Loyal Customer",21,"Personal Travel","Eco Plus",399,4,5,4,1,1,4,1,1,4,2,5,3,4,1,0,7,"satisfied"
"7030",66103,"Female","Loyal Customer",56,"Business travel","Business",2607,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0,"satisfied"
"23772",72183,"Male","Loyal Customer",47,"Business travel","Business",2088,4,4,4,4,2,5,4,5,5,5,5,3,5,3,15,7,"satisfied"
"13711",40865,"Female","Loyal Customer",52,"Personal Travel","Eco",588,1,4,1,2,2,5,5,3,3,1,3,4,3,5,102,87,"neutral"
"25799",47678,"Female","Loyal Customer",34,"Personal Travel","Eco",1504,2,3,2,1,2,2,2,2,1,4,5,5,5,2,0,0,"dissatisfied"
"25451",2961,"Female","Loyal Customer",51,"Personal Travel","Eco",737,3,5,4,5,5,4,4,3,3,4,3,4,3,5,1,7,"dissatisfied"
"15119",99816,"Male","Loyal Customer",55,"Business travel","Business",2077,3,3,5,3,2,5,5,4,4,4,4,4,4,5,5,8,"satisfied"
"17890",108713,"Male","Loyal Customer",40,"Business travel","Business",2041,4,4,4,4,3,4,4,5,5,5,5,5,5,4,85,82,"satisfied"
"15281",99314,"Male","Loyal Customer",40,"Business travel","Business",337,3,3,3,3,3,4,4,5,5,4,5,5,5,4,0,1,"satisfied"
"11683",22099,"Female","Loyal Customer",68,"Personal Travel","Eco",782,2,4,2,5,2,2,3,4,3,4,5,3,4,3,172,162,"neutral"
"12082",117089,"Male","Loyal Customer",60,"Business travel","Eco",646,1,3,3,3,1,1,1,1,1,2,4,3,4,1,42,39,"dissatisfied"
"2764",30706,"Male","Loyal Customer",59,"Business travel","Business",464,4,4,4,4,5,5,5,4,4,4,4,5,4,5,13,7,"satisfied"
"8328",72905,"Female","Loyal Customer",33,"Business travel","Business",1035,2,2,3,2,4,4,5,4,4,4,4,5,4,5,2,0,"satisfied"
"2044",44351,"Female","Loyal Customer",52,"Business travel","Business",2798,3,3,3,3,5,4,4,5,2,5,5,4,4,4,136,125,"satisfied"
"10857",65448,"Female","disloyal Customer",28,"Business travel","Business",1303,4,4,4,3,3,4,3,3,5,4,4,5,5,3,0,0,"dissatisfied"
"19588",78861,"Male","Loyal Customer",18,"Personal Travel","Eco Plus",528,3,5,3,1,2,3,2,2,3,4,5,3,5,2,0,0,"dissatisfied"
"9332",4583,"Male","Loyal Customer",46,"Business travel","Eco",416,3,2,5,5,4,3,4,4,1,1,2,1,1,4,19,17,"dissatisfied"
"4879",104326,"Female","Loyal Customer",41,"Business travel","Eco",452,1,5,2,2,1,1,1,1,1,1,4,1,3,1,27,35,"dissatisfied"
"1873",96730,"Female","Loyal Customer",32,"Personal Travel","Eco",813,3,0,2,1,3,2,4,3,5,2,3,5,4,3,0,6,"neutral"
"23202",44481,"Male","Loyal Customer",31,"Business travel","Business",692,3,3,3,3,5,4,5,5,3,1,1,2,5,5,0,0,"satisfied"
"21659",52394,"Female","Loyal Customer",67,"Personal Travel","Eco",370,2,0,3,3,2,4,4,5,5,3,5,3,5,3,13,4,"neutral"
"23053",91677,"Female","disloyal Customer",21,"Business travel","Eco",588,4,0,4,4,2,4,5,2,4,4,4,5,5,2,0,0,"satisfied"
"18368",59825,"Male","Loyal Customer",50,"Business travel","Business",2160,1,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0,"satisfied"
"15029",88030,"Male","Loyal Customer",54,"Business travel","Business",2837,2,2,2,2,2,4,4,5,5,5,5,5,5,4,19,19,"satisfied"
"14208",114831,"Male","Loyal Customer",54,"Business travel","Business",371,5,5,5,5,2,4,5,4,4,4,4,5,4,4,21,21,"satisfied"
"4214",70978,"Male","Loyal Customer",20,"Business travel","Business",2777,4,4,4,4,4,4,4,4,4,4,4,4,5,4,0,0,"satisfied"
"13777",66114,"Male","Loyal Customer",41,"Business travel","Business",2228,3,3,3,3,5,5,5,4,4,4,4,5,4,4,13,21,"satisfied"
"20876",114324,"Male","Loyal Customer",52,"Personal Travel","Eco",948,2,0,3,1,3,3,3,3,4,3,4,5,5,3,9,13,"neutral"
"7981",81967,"Female","Loyal Customer",44,"Business travel","Business",1522,2,3,5,3,4,3,3,2,2,2,2,1,2,2,0,0,"dissatisfied"
"5520",104878,"Female","Loyal Customer",70,"Personal Travel","Eco",327,2,0,2,3,5,4,5,5,5,2,5,5,5,5,59,57,"dissatisfied"
"10378",31177,"Female","Loyal Customer",49,"Business travel","Business",1620,5,5,5,5,4,3,2,4,4,4,4,3,4,3,0,24,"satisfied"
"12719",37095,"Male","disloyal Customer",19,"Business travel","Eco",1046,1,1,1,3,5,1,5,5,5,3,4,3,3,5,66,56,"dissatisfied"
"20742",96292,"Female","Loyal Customer",66,"Personal Travel","Eco",460,3,4,5,3,5,1,5,1,1,5,1,3,1,5,51,55,"neutral"
"7829",15879,"Female","Loyal Customer",30,"Personal Travel","Eco",332,4,4,4,4,2,4,2,2,4,2,5,3,4,2,0,0,"satisfied"
"14693",45375,"Female","Loyal Customer",38,"Business travel","Eco Plus",188,5,2,2,2,5,5,5,5,5,4,3,2,1,5,20,17,"satisfied"
"4971",2302,"Female","Loyal Customer",63,"Business travel","Business",691,4,4,4,4,3,4,4,2,2,2,2,3,2,5,0,0,"satisfied"
"8543",66803,"Female","disloyal Customer",25,"Business travel","Business",731,3,0,3,2,3,3,3,3,4,4,4,3,4,3,0,0,"dissatisfied"
"14064",35725,"Female","Loyal Customer",31,"Personal Travel","Eco Plus",2465,3,5,3,1,3,1,1,5,3,3,4,1,3,1,64,77,"neutral"
"20445",104735,"Female","Loyal Customer",25,"Business travel","Business",1342,4,4,4,4,5,5,5,5,4,3,5,5,5,5,0,0,"satisfied"
"24041",9830,"Female","Loyal Customer",43,"Business travel","Business",476,1,1,4,1,5,5,5,2,5,1,5,5,5,5,262,279,"satisfied"
"20760",30572,"Female","Loyal Customer",53,"Business travel","Eco",628,2,4,4,4,1,3,3,2,2,2,2,3,2,3,0,0,"neutral"
"22510",52813,"Male","disloyal Customer",12,"Business travel","Eco",1341,4,4,4,3,4,4,4,4,2,5,2,1,3,4,5,31,"dissatisfied"
"4414",64448,"Male","Loyal Customer",22,"Business travel","Business",989,2,4,4,4,2,2,2,2,3,1,3,1,4,2,1,6,"dissatisfied"
"14492",78800,"Female","Loyal Customer",18,"Personal Travel","Eco",432,3,4,3,3,5,3,5,5,3,5,5,4,4,5,7,0,"dissatisfied"
"19508",124962,"Female","Loyal Customer",48,"Business travel","Business",184,1,1,1,1,5,4,5,4,4,4,4,3,4,4,0,0,"satisfied"
"10391",47680,"Male","Loyal Customer",68,"Personal Travel","Eco",1464,4,4,3,3,1,3,1,1,3,2,5,3,4,1,0,0,"neutral"
"4367",77043,"Male","Loyal Customer",47,"Business travel","Business",3829,1,1,1,1,5,4,5,3,3,3,3,5,3,3,0,0,"satisfied"
"6877",16824,"Female","Loyal Customer",57,"Personal Travel","Eco",645,3,5,3,4,4,4,5,4,4,3,4,3,4,3,12,18,"dissatisfied"
"2871",31974,"Female","Loyal Customer",57,"Business travel","Business",2358,3,4,4,4,4,3,2,2,2,2,3,1,2,4,2,4,"neutral"
"18271",67635,"Female","Loyal Customer",39,"Business travel","Business",1188,5,5,5,5,5,4,4,4,4,4,4,5,4,5,0,0,"satisfied"
"10956",47899,"Male","Loyal Customer",49,"Business travel","Business",150,4,4,4,4,4,2,5,5,5,5,3,2,5,1,0,0,"satisfied"
"7956",28263,"Female","Loyal Customer",16,"Personal Travel","Eco",1542,5,4,5,4,1,5,1,1,3,3,4,4,5,1,0,0,"satisfied"
"7753",9586,"Male","Loyal Customer",36,"Business travel","Business",296,4,5,5,5,4,4,4,4,4,4,4,2,4,2,0,0,"dissatisfied"
"18179",30729,"Male","Loyal Customer",53,"Personal Travel","Eco",532,1,3,1,3,4,1,4,4,1,5,3,3,3,4,0,0,"neutral"
"20285",113318,"Female","Loyal Customer",41,"Business travel","Business",2876,5,5,5,5,5,4,4,4,4,4,4,5,4,4,22,20,"satisfied"
"11705",66015,"Female","Loyal Customer",39,"Business travel","Business",2685,3,3,3,3,3,5,5,4,4,4,4,5,4,3,41,41,"satisfied"
"16956",88539,"Female","Loyal Customer",15,"Personal Travel","Eco",406,4,5,4,1,2,4,1,2,3,5,4,4,4,2,0,0,"dissatisfied"
"12017",85833,"Female","Loyal Customer",44,"Personal Travel","Eco",666,3,4,3,5,3,2,2,1,1,3,1,4,1,4,3,33,"neutral"
"22779",122314,"Female","Loyal Customer",30,"Business travel","Business",541,4,4,4,4,5,5,5,5,5,2,5,3,5,5,52,60,"satisfied"
"20420",71422,"Male","Loyal Customer",43,"Business travel","Business",1803,2,2,2,2,5,4,5,3,3,3,3,3,3,5,0,0,"satisfied"
"11978",83278,"Female","Loyal Customer",16,"Personal Travel","Eco",1979,2,5,2,3,2,5,3,5,3,1,3,3,2,3,301,304,"dissatisfied"
"6129",107315,"Female","Loyal Customer",46,"Personal Travel","Eco",307,4,3,4,3,5,3,5,1,1,4,1,2,1,2,0,0,"dissatisfied"
"970",88472,"Female","disloyal Customer",17,"Business travel","Eco",406,3,3,3,3,4,3,4,4,2,5,3,1,4,4,40,29,"neutral"
"19403",90854,"Male","Loyal Customer",53,"Business travel","Eco",646,3,3,3,3,2,3,2,2,3,1,4,4,4,2,0,3,"dissatisfied"
"5097",105766,"Female","Loyal Customer",75,"Business travel","Business",3680,4,4,4,4,2,1,2,4,4,4,4,5,4,5,0,0,"satisfied"
"6668",40200,"Female","disloyal Customer",23,"Business travel","Eco",531,1,5,1,1,2,1,2,2,3,1,5,4,3,2,0,2,"neutral"
"11397",83958,"Female","Loyal Customer",36,"Business travel","Business",321,0,0,0,3,5,4,4,5,5,5,5,4,5,3,0,0,"satisfied"
"1880",55953,"Male","Loyal Customer",55,"Business travel","Business",1620,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0,"satisfied"
"15422",50772,"Male","Loyal Customer",34,"Personal Travel","Eco",373,4,3,4,4,3,4,3,3,3,5,4,1,4,3,7,0,"neutral"
"7748",39796,"Male","Loyal Customer",62,"Personal Travel","Business",272,3,1,3,3,1,4,4,4,4,3,4,3,4,1,0,0,"neutral"
"6780",27917,"Male","Loyal Customer",50,"Business travel","Business",3127,4,5,5,5,1,4,4,4,4,4,4,3,4,4,0,0,"neutral"
